	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	1q	2q	3q	4q	5q	6q	7q	8q	9q	10q	11q	12q	16q	17q	18q	19q	20q	1p	2p	3p	4p	5p	6p	7p	8p	9p	10p	11p	12p	16p	17p	18p	19p	20p
MDAMB157_BREAST			0	0			1			0	0				0	0				1	1	0			0	0				1		0	0	0			-1		1	0	1		0		1	1				0	-1	0		1	0	1
MDAMB175VII_BREAST		0	0	0	0	0			0	0		0	0	0	0	0		-1	0	1	1	0	1	0	0	0	0	0		1		0	-1	0	0	0	-1	0	1	-1	0	0		0	0	1	0	0	0	0	0	0	-1	-1	0	1
MDAMB231_BREAST	0	0		0			0			0		-1	-1	0	-1	-1	0		0		0	-1	0			0	0		0		0	0		-1	-1	0		0	1	0	0	0	0	1	1	0	-1		0	0	-1	-1	0	0	0	0
MDAMB361_BREAST				0					-1		-1		0	-1							-1				0	0	-1					0	-1			1			0	-1	0	-1	0	1	0	0		-1	-1	-1	1	1	-1	0	-1	-1
MDAMB415_BREAST				-1	0	0			-1	0		0		0	0	0	-1	-1	0	0	0	0		-1	0	-1	0	0	0		-1			0	0	-1	-1	0	0	0	0		-1	0	0	-1	-1	-1	0	0		0	-1	-1	0	0
MDAMB435S_SKIN	-1	0		-1			0	0	0		0	-1	-1	-1				-1			0		-1	0		-1					0	-1	0	-1			-1	-1	1	-1	0		-1	0		0	0	0	0	0		0				0
MDAMB436_BREAST		0					0		0								-1	-1				-1						0	0		0			-1		-1	-1				0	0	0	0	-1							0		-1		-1
MDAMB453_BREAST			0	0	0	0	0			0		0		1		0		0	0	1	0	1	1			0	0	0	0			0		0			0	0	1	0	0	0	0	0	0	0			0		0	0			0	
MDAMB468_BREAST	0	0		-1	0	0		-1	0		0	-1		-1	-1				0	0	0	-1	0	0		-1				-1	0		0	-1			-1	0	0		0	-1	-1		0	0	-1	0			-1	-1	-1	1		0
MDAPCA2B_PROSTATE	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0
MDST8_LARGE_INTESTINE	0	1	0	0	0	-1	1	0		0		0		0	0	-1	0	0	0	1	0	0	0	1	0	0	0	-1	1	0		0		0	-1	0	0	0	1			0		0	-1	1		0	0	1		-1	0	0	0	1
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0		0	0	0	0	0	1		0		0	0	0	0				0	1	0	0	0		0	0	0	0	0	1	-1	0		0		0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	1
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0			0		0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	0		0	-1	0	0	0
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	-1	0	0	1	-1	1	1	1	1	1	0		1	1	1	1	0	0	0	0	0	0	-1	0	0	1	-1	1	1	0	0	1	1	1	0	0	0	0	0	-1	0	0	1	-1	1	1	0	-1	1	1	1
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0		1	0	1				0		1		0			1	0	1		0	0	0	0		1	0	1				0	0		0	1	0		0	0	0	0	1	0	1	0		0	0		0	1		0
MELHO_SKIN		0		0		1	1	0		-1	-1	1	0	0				0		1	0	1	0	0	1	0	0	1	1	0		-1	-1	1	-1	0	0		1		0		0	1	1	1		-1	-1		0	0	-1	0	0	1
MELJUSO_SKIN	0	0	1	0		0		0		0	0	0	0	0	0	0		0	0	1	0	1	0	0	1	0	1	0		0		0	0	0	0		0	0	1	0	0	1	0	0	0	1			0	0	0	0	0	0	0	1
MESSA_SOFT_TISSUE	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
MEWO_SKIN	0	0	0	0	0	0	0	0		0		0	0	0	0	0		0	0		0	0	0	0		0	0	0	0	0		0		0	0		0	0			0	0	0	0		0	0	-1	0	0		0		0	0	0
MFE280_ENDOMETRIUM					-1			0		-1	-1		-1		-1	-1	0	-1			-1	-1	0								0	-1	-1		-1	0	-1		1			-1		-1		0	0	-1	-1	-1	-1	-1	0	0		-1
MFE296_ENDOMETRIUM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFE319_ENDOMETRIUM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MG63_BONE		0		-1	1			1	0	0	0	0	0	-1			1	0	1			0	1	0	1	-1		0	-1	1		0	0	0		1	0	1	1	0	0	-1	-1	1	-1	0	1		0			1		0		
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0
MHHES1_BONE	1			0	0	0	0	1		0		1	-1	0	0	0		0	0	0	0	0	1	1	0	0	0	0	0	1	1	0		1	0		0	0	0	1	0	-1		0	0	0		0	0	0	1	0	0	0	0	0
MHHNB11_AUTONOMIC_GANGLIA			0	0		0			0	1	0	0	0	0	0	0		0	0	1	0	0		0	0	0		0		0	0	1	0	0	0		0	0	1	0	1	0	0	-1	0			0		0	0	0	0	0	0	1
MIAPACA2_PANCREAS		0		-1	1	0	0			0	-1			0	-1		0	0	0	0	0			0		-1	1	0			0	0	-1	-1	0	0	0	0	0	0	0		-1	1	0	0		-1	0	-1	1		0	0	0	0
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0			0	0		1	0	-1	0	0	0			0	0	0	1	0	1	1	0	0	0		0	0		1	0	-1	0		0	0	0	1	0	1	0	1		0	0	0	1	0	-1	0	0	0		0	1	0	1
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKN1_STOMACH	0	0	0	0	1	0			1	-1	0		0		-1			0				-1	0	0	0	0	1	0	1		1	-1	0		-1		0		1	0	0	0	0	1	0		-1		-1	0			0			
MKN45_STOMACH	0		0		0				-1	0				0		0	0		0			-1		0	0		0	-1			-1	0				0		0	1			0	-1		0		-1	-1			1		0	0	0	
MKN74_STOMACH	0	1		0	0							0	0	0	1	0	0	-1	0			0	0			0	0		0					0	0	0	-1	0			1		0	0		1			0	0	0	0	0	-1		
MKN7_STOMACH			0							-1	1		0						1	1	0	0	0		0							-1	1		0		0	1	1			0	-1	1	1	1			-1	1	-1		0	1		1
ML1_THYROID	0	0		0	0	-1	0				-1	0	-1		0	0		-1		0	0	0	0	0		0	0	-1	0	1		0	-1	0	0	0	-1	0	0	0	0	-1		0	-1	0	-1	-1	-1	-1	0	0	-1	-1	-1	0
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0		0	0	0			0	0	0	0		-1	0		0	0	0	0		0	1	0		0	0				0	0	0			0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0		0
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	0	-1	0	-1	0	0	1	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	0	0	0	-1	0	-1	0	-1	0	0	1	0	0	-1	-1	-1	0	-1	-1	0	0	0	-1	0	-1	0	0	1	0	0	-1	-1	-1	0	-1	-1	0	0
MOGGUVW_CENTRAL_NERVOUS_SYSTEM	0	0		0	0	0	0			-1	0	0	-1	0	0	0	0	0	0	1	0	0		0		0	0		0	1	0	-1	0	0	0	0	0	0	1		0	0	0	0		0	0		-1	0	0	0	0	0	0	1
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1		0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		-1		0	0	0	0	0	0	0	0	0	0		0					0	0	0		-1	-1	0	0	0	0	0	0	0	0	0			0	0	0		-1	0	0	0	0	0	0	0	0		0	0		
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0		0	1		0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1		1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0					0	0	0	0		0		0		0		0	0	0			0	0		-1			0	0	0	0	0	-1	0		0	0	-1	0	0	-1	0		0	0	0	0	0				1	0	0
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	1	0			1	0	0	0	0	0	0	0	0		-1	0	1	0	0		0	0	1	0			1	0	0	0	0	0	1	-1	0	1	0	0	0	1	0	1		1	0	0	0	0	0	-1	-1	0	1
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		0	0	0	0		0		0			0	0	0		1	0	0	0	0	0	0		0	0	0	0		0		0		0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	1	0	0
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0		0			0	0			0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0		-1		0	0	0	0	0	0	0	0	0	0	0	0	-1	0		0	-1	0	0	0
MORCPR_LUNG			0	0		0	0				0	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0		0			0	0		0		0	0	0	0		0	0	1	0	0	0	-1	1	0	0	0	0	-1	0	
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0	0	0	0	0	0		0	0		0	0		0	0	0		0			0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	-1	0		0
MPP89_PLEURA		0		0		1	0	1		0		0		1	0	0	0	0			0	0	1		0	0	0	1	0	1	1	0		0	0	0	0	1	1	0		1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
MSTO211H_PLEURA	0	0	0	0		0	0	0	0		0	0	0	0			0	0		0	0	0	0	0		0	0	0	0	0	0		0	0		0	0		0	0	0	0	0		0	0	0		0	0	0		0	0	-1	0
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		0	0	0	0	0	0	0	0
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	-1	0	0	0	0	0	0	0	0
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		0	0	0	1	0	0	0	0	0			0	0		0	0	0	0	0		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1		0	0	0	0	0	-1	0	0	0
NB1_AUTONOMIC_GANGLIA		0		0	0	0	0	0	0	0	0	0		0	0	0		-1		0		0	1	0		0	0	0	0		0	0	0	0			-1	-1	0		0	0	0	0		0	0	0	0	0		0	0	-1	0	0
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0				0	0	-1	-1				0	-1				-1		0		0		0	-1	-1	-1	0	0	-1		0	0		0		-1		0		0		0	0	0	0		1	-1			-1		-1		0
NCCSTCK140_STOMACH	0	0		-1		0			0	0	0	0	1	0	0	0	0			1	1	0	0	0		-1		0		1	0	0	0	0	0	0		1	1	0	0		-1	1	0	1	0		0	0	0	0		0		1
NCIH1048_LUNG		0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0
NCIH1092_LUNG		-1		0			1			-1					-1	0				0		0	1	-1	0	0	-1		1	0	0	-1	1		0	0	1	-1	0		-1	-1	0	0	-1	1	1	1		0	0	0	-1	-1	0	0
NCIH1105_LUNG	0	0		-1	-1	0	0		0	-1	0	0		0			0	0	0	0	0			0		-1	-1	0	0	0	0	-1		0		0	0	0	0	0		-1	-1	0	0	0	-1		-1	0	0		0		0	0
NCIH1155_LUNG	0	0	0	0	0	0		1	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		0	0	0	0		1	0	-1	0	0	0	0	0	0	0
NCIH1184_LUNG		-1		-1		0	0					0	0	0	-1			0		-1	-1	-1	0	-1		-1	-1	0	0		-1	-1	0	0	0	1	0	0	-1	-1	-1	-1	-1		0	0	-1	1	0	-1	0	-1	0			-1
NCIH1299_LUNG				-1	0					-1	-1		-1		-1											-1	0				0	-1	-1				-1		0	-1	0	-1	1	0	0		-1		-1	-1	1	-1			0	
NCIH1339_LUNG		0		0					0		0		0		0		0	0		1	0	0	0	0		0		0	-1	1	0	-1	0	0	1	0	0	1	1		0	0	0	0	1	1	-1	0	0	0	1	0	0	1	0	1
NCIH1341_LUNG	0	0	0	0	0	0	1	1	0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1		0		0	0	-1	0	0	0	0	0	0	0	0	0	0	1		0	-1	0	0	0	0	-1	0	0
NCIH1355_LUNG	1		0			0	0	1	0	0			-1	1		0		1		0	1	0	1	0	0	1	0	0	0	1		0	1		0		1		0	1	1	0		1	0	0	1	0	0		0	0	1	1		0
NCIH1373_LUNG	0										0		-1	0		-1		-1	-1	-1	-1	-1	0				0					0	0		-1		-1	-1	-1			-1		1			-1	0					-1	-1	-1	-1
NCIH1385_LUNG			-1	-1	-1	-1	0		-1		-1	1	-1	-1	-1	-1	1			0	-1	-1	1	0		-1	-1	-1	0	1	-1	-1	-1	1	-1	1		1	0	-1		-1	-1	-1	-1	0		-1	0	-1	1	-1	1	-1		0
NCIH1395_LUNG			-1			-1	0		-1			0		0			0				-1	0	0	-1	-1	-1	0	-1	0	1	-1	-1		0	0	0		1		-1	1	-1	0	1		0	-1		0	0	0		0	0	0	
NCIH1435_LUNG	0	0	-1				0					0			0	0		-1		0	0		0	0	-1		-1		0	1	0			0			-1		0	0	0	-1	0	1	0	0	-1	-1	0	0	0		-1	-1	-1	0
NCIH1436_LUNG		0		0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0		0	1	0	0	0	0		0		0	0	0	1	0		0	0	0	-1		0	0	0	0	0	0	0	0	0		0	0	0
NCIH1437_LUNG		0		-1	0	-1	0			0			-1			1			-1		-1	0	0			-1	0	-1	0		0	0				0		-1	0		0	-1	-1		-1	0	-1			-1	-1		-1	0	-1	
NCIH146_LUNG							0			0	0						0	1		1	-1	-1	0						0		-1	0	0	0	-1	0	1	1	1		0	-1	0	0	0	0	0	1		0	1	1	0	1		1
NCIH1563_LUNG		0	0	0		-1				-1	0	-1		1	-1			-1	0	1	0	0	0	0		0		-1	-1	1	-1	-1	0	-1	-1		-1	0	1	-1	0	0	0		-1	1	-1	0	-1	0	-1	1		-1	0	1
NCIH1568_LUNG									-1	-1	0						-1	-1			-1		-1	-1		-1	-1	0		1	-1	-1	0	0		-1	-1	0	1		0		0			1		-1	-1	0			-1	-1		-1
NCIH1573_LUNG	0	0		0	0	-1			-1			0		0	0	0	0		-1		0	0	0		0	0	0	-1			-1	0		0	0	0		-1	0	0	0		0		-1	-1	-1	-1	-1		0	0		0	-1	
NCIH1581_LUNG	0			-1		0	0		-1	0	0		-1	0				0	-1	0	0	-1	0		0	-1	-1	0	0		-1	0	0	0	0	0	0	-1	0	0	0	-1	-1	1	0	0		-1	0	0	-1	-1	-1		-1	0
NCIH1618_LUNG		0		0			0	1	0	0	-1	0			-1			1	1	1	0	0	1	0	0	0	-1		0	1	0	0		0	0	1	1	1	1	0	0	-1	0	1	0	0		0		-1	0			1	1	1
NCIH1623_LUNG	0		0	-1		-1	1			-1			-1	0	0					0	0	0	0		0	-1	-1	-1	1	1	0	-1			0	0		1	0		1		-1	0	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	0
NCIH1648_LUNG	-1			-1			0		-1	-1		0	-1		0	-1		-1	-1		0	-1	-1			-1				1	-1	-1	0	0	-1	0	-1	-1		-1			-1	0	-1	0		-1	-1	-1	0	-1	-1	-1	-1	-1
NCIH1650_LUNG	0	0	0	0					0	0	0	0	-1	0	0		0	0			0	0	0	0	0	0	0		0		0		0	0		0	0	1	1	0		0	0	1		1	-1	0			0		0	0		0
NCIH1651_LUNG											0				-1						-1				1	-1							0							-1			0			1	-1	-1			-1		0			0
NCIH1666_LUNG						0	0		0	0			0			0				1	0	-1	1		0			0	0	1	0	0							1			-1	0		0		-1		0	0	-1	0	-1		-1	
NCIH1693_LUNG		0	-1	-1	1				-1				-1	0					-1		1	-1	0	0	-1	-1	1	0	0	0	-1		1						0		0	-1		1	1	1		-1			-1			-1	-1	-1
NCIH1694_LUNG	1	1		0		0	1		0	0				1	0	0	1	0		0	1		1	1	1	0	0	0	1		0			0	0	1	0	1	0		1	-1	0	1		1	0		0	0	1	0	1	0		0
NCIH1703_LUNG				0	1	1							0	0	0	0	1	1	0	0	0	1	1	0		0	1	1	0		0		0	0	0	1	1	0	0	0			0	1	1	1					1	0	1	1	0	0
NCIH1734_LUNG	-1	-1		-1			0			-1	0	0			-1	-1		-1			-1	-1		-1		-1	-1		0		0	-1	0		-1	0	-1		-1	-1	0	-1	-1	1	1					0		-1	-1	-1	-1	0
NCIH1755_LUNG		0	-1	0	0		1			1	0	0	0	-1	-1			0		1	-1		-1	0	-1	0	0		1		0	1	0	0		0	0	1	1			-1	0	0		1	-1			0		0	-1	0	-1	1
NCIH1781_LUNG						0	0				-1	0	-1	1	-1	-1		-1		0	0	-1	1	-1	0	-1	-1	0	0					0	-1	0	-1		0	-1	0	-1		1	0	0	-1	-1	-1	-1		-1	-1	-1	-1	0
NCIH1792_LUNG	0		0	0		0		0	0		0		-1	1	1			1				0	0	0	0	0	0	0	1	0	0	0	0			1	1	1	1	0			0	1	0		0		1	0		0		0	0	
NCIH1793_LUNG	0	1	1	0	1	0		1		0	0	0	0	1	0		0	-1			0	0	0	1	1	0	1	0		1	1	0	0	0	1	0	-1	1	1	0	1	1		1		1	1	0	0	0		-1	0	-1		-1
NCIH1836_LUNG		0				0	0	1		0		1		1	-1		0			1	0		0	0	1	0	-1	0	0	1	-1	0	0	1	0	0		0			0	-1			0	0	1	1	0			-1	0	1		1
NCIH1838_LUNG				-1			1		-1	-1			0			-1	1		-1				0		0					1	-1	-1			-1	1	-1	-1	0			-1		1		1		-1		-1	0	-1		0		
NCIH1869_LUNG		-1	0	-1	1		1	-1	-1	0			-1	0		-1		-1	0	-1	-1	1	1	-1	0	-1		-1	1		-1	0	1	0	-1	1	-1	0	-1		-1	0	-1	1	1	1		-1	0		1	-1	-1	-1	0	-1
NCIH1876_LUNG	0	-1		-1			-1			-1	-1			-1	-1			0			-1	-1		-1		-1	-1		-1			-1	-1	0	0		0	0	-1		-1	-1	-1		0	-1		1	-1	-1	1	-1	-1		-1	
NCIH1915_LUNG		0	0	-1	0	0	0	0			1	0	0		0	0			0	0	0		0	0		-1	0	0	0	0	0		1	0	0			0	0		0	0	-1		0	0				1		0	0	1		0
NCIH1930_LUNG	0	0		0						-1			1	0	-1					1		0	0	0	0	0	-1		1	1	0	-1	0	0	-1		1	1	1	0	0	-1		1	0			1	-1	1	1	1	0	-1	-1	
NCIH1944_LUNG		0	0	0		0	0		0	0	0	1	0	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	-1	0
NCIH1963_LUNG		0		0		0	0	0	0	-1	0	0		0	0		0		0	0	0	0	1	0	0	0		0	0	0	0	-1	0	0	1	0	1	0	0	0	0	-1	0	0	0	0	0			0	0	0	0	-1	0	0
NCIH196_LUNG	1	0		0			1		0				0	1		0		0	0	1		0	1	0	1	0	0		1		0	0			0		0	0	1	1	0		0	1	1	1	0	0	1	0	-1	0	0	0	0	
NCIH1975_LUNG		0	0	-1		-1	1				0		-1	1	0			-1		1	-1	0		0	0	-1		-1	1		0	0	0			0	-1		1	-1	0	0	-1			1	-1		-1	0	-1	0	1	-1		1
NCIH2009_LUNG		1	0			0				0	0			0	0						0			1		0	0	0		1	1	0	0	0								0	1	1	0	0	-1	0	0	0		0	0		0	
NCIH2023_LUNG	0					-1					-1	0	-1	-1	-1	0		-1		0	0	-1	0		0		-1	-1	0	1	0	0	-1	0	0	0	-1	1	0	0	0	-1	-1	0	-1	1	-1	-1	-1	-1	0	0	-1	-1	-1	0
NCIH2029_LUNG	0	0		0	0	0	0		0	-1	0	0	-1		-1				0	0	0	0	0	0	0	0	0		0	1	0	-1	0	0	-1	0		0	0		0		0	0		0	-1		-1	0	0	0	-1	0	0	0
NCIH2030_LUNG		1	0	0			0		-1			0	-1	1	0		0		0		0	0			0	0	0	0	0	1	-1	0	0	0	1			0	1	0	1	0	0	1	1	0	0	-1	1	-1	0	0	0	0	0	-1
NCIH2052_PLEURA	-1		-1	-1		-1	-1				1	0		-1	-1	0		-1	0	1		-1	-1	0	-1	-1	0	-1	-1	1	0	0	1	0	0		-1		1	-1	1	-1	-1	1	-1	-1	-1			1	0	0		-1	0	1
NCIH2066_LUNG					0				0		0	0			0	0											0				0	0	0	0	0		-1			0	0		0			1	0	0		0	0	0	1	1		0
NCIH2073_LUNG				-1						-1	-1	-1		1	-1		-1	0			-1		-1		0	-1				1	0		-1	-1	-1		0		0		0		-1		-1	1	-1	-1	-1	-1			-1		-1	
NCIH2081_LUNG		0					1			-1		1	-1	0	1			0	0	0	-1	-1	1	0	1	-1			1		0	-1		1	-1		0	0	0			-1	1	1	0	1	0	1	-1		1	0	-1	0	0	0
NCIH2085_LUNG			-1	-1			1	0	-1	-1		-1	0	0	-1		0	-1			-1		0		-1	-1	0	-1	1		-1	-1	0	-1		0	-1	0	1	-1	0	-1		1	1	1	0	-1	-1	-1	-1	-1	0	-1	-1	-1
NCIH2087_LUNG		0			1	-1		1	-1				-1			0		-1	-1		0	-1		0	0	-1	1	-1		1	-1	0		0	0	-1	-1	-1			0		0	1	-1	1		-1	-1	-1	-1	0	1	-1	-1	-1
NCIH209_LUNG	0	0							0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0						0	0	0	0	0	0	1	0	0		0	-1	0	1	1			0	-1	0	0	0	0	1	0	0
NCIH2106_LUNG		-1	-1	-1	-1	0	1		0	-1	0	-1	-1	0	-1	1		-1	-1	0	1	0	1	-1	-1	-1	-1	0	1	0	0	-1		-1	1	0	-1	-1	0	0	0	-1	-1		0	1	-1	0	-1	0	0		-1	-1	-1	0
NCIH2110_LUNG	0			-1								0		0	-1	-1		-1			-1	-1	0	-1	0	-1	-1	-1	0		0	0		0		-1	-1				0	-1	-1	1		1		-1	1	-1	0	-1	0	0		-1
NCIH211_LUNG		0			-1	0	0					0	-1			0				0	0				0		-1	0	0					0	0				0	0			0		0					0		0		0	0	0
NCIH2122_LUNG			0		1	0		1	0	1	0		0	1	1	0	1			1		0	1	0	0	0	1	0			0	1	0		0	1		1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1
NCIH2126_LUNG	0			0			1						1	1		0			0	1	0	0	0	0	0	0	0		1		0				0	1	-1		1		1		0	1	0	1	-1		0	0	0	0	0	1	0	1
NCIH2141_LUNG			-1	-1		0				-1			1	1	-1			1	0		0	-1		0		-1	-1	0		1	0	-1	1	0	-1	0	1	0		0		-1	-1	1		0	0	1	-1	-1	1		-1	1	0	
NCIH2170_LUNG		0	-1	0		0	1	0	-1	-1	0		1		-1			0		1	-1	0	1	0	-1	0	-1	0	1	0	-1	-1	0	-1		0	0	1	1	-1	0	-1	0	1	0	1	0			0	1	0	-1	0	-1	1
NCIH2171_LUNG	0	0		-1		0	0			-1		0		0	0	0	0	0	0	1	0	0	0	0		-1	-1	0	0		0	-1	-1	0	0	0	0	0	1	0		-1	-1	1	0	0	-1		-1			0	0	0	0	1
NCIH2172_LUNG				-1						-1			-1	1			-1	-1				-1	0	0		-1	-1	-1	-1		1	-1				-1	-1	1	1	-1	-1	-1	-1	1		0	-1	-1		-1	-1		-1	1		-1
NCIH2196_LUNG	0	0				0	0	0	0	-1	0	0	-1		-1			0	0	0	0		0	0	1	-1		0	0	0	0	-1	0	0	-1		0	0	0	0		-1	0		0	0	0		-1	0		0	-1	1	0	0
